index,premRNA_toxic_motif_count_60
7043,0.0
7044,0.0
7045,0.0
7046,0.0
7047,0.0
7048,0.0
7049,0.007352941176470588
7050,0.007352941176470588
7051,0.007352941176470588
7052,0.007352941176470588
7053,0.0
7054,0.0
7055,0.0
7056,0.0
7057,0.0
7058,0.0
7059,0.007352941176470588
7060,0.007352941176470588
7061,0.007352941176470588
7062,0.0
7063,0.0
7064,0.0
7065,0.0
7066,0.0
7067,0.0
7068,0.007352941176470588
7069,0.007352941176470588
7070,0.007352941176470588
7071,0.007352941176470588
7072,0.0
7073,0.0
7074,0.0
7075,0.0
7076,0.0
7077,0.0
7078,0.007352941176470588
7079,0.007352941176470588
7080,0.007352941176470588
7081,0.007352941176470588
7082,0.0
7083,0.0
7084,0.0
7085,0.0
7086,0.0
7087,0.0
7088,0.007352941176470588
7089,0.007352941176470588
7090,0.007352941176470588
7091,0.007352941176470588
7092,0.0
7093,0.0
7094,0.0
7095,0.0
7096,0.0
7097,0.0
7098,0.007352941176470588
7099,0.007352941176470588
7100,0.007352941176470588
7101,0.007352941176470588
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.007352941176470588
7111,0.007352941176470588
7112,0.007352941176470588
7113,0.007352941176470588
7114,0.0
7115,0.0
7116,0.0
7117,0.0
7118,0.0
7119,0.007352941176470588
7120,0.007352941176470588
7121,0.007352941176470588
7122,0.007352941176470588
7123,0.0
7124,0.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.007352941176470588
7130,0.007352941176470588
7131,0.007352941176470588
7132,0.007352941176470588
7133,0.0
7134,0.0
7135,0.0
7136,0.0
7137,0.0
7138,0.0
7139,0.007352941176470588
7140,0.007352941176470588
7141,0.007352941176470588
7142,0.007352941176470588
7143,0.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.007352941176470588
7149,0.007352941176470588
7150,0.007352941176470588
7151,0.007352941176470588
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.007352941176470588
7158,0.007352941176470588
7159,0.007352941176470588
7160,0.007352941176470588
7161,0.0
7162,0.0
7163,0.0
7164,0.0
7165,0.0
7166,0.0
7167,0.007352941176470588
7168,0.007352941176470588
7169,0.007352941176470588
7170,0.007352941176470588
7171,0.0
7172,0.0
7173,0.0
7174,0.0
7175,0.0
7176,0.0
7177,0.007352941176470588
7178,0.007352941176470588
7179,0.007352941176470588
7180,0.007352941176470588
7181,0.0
7182,0.0
7183,0.0
7184,0.007352941176470588
7185,0.007352941176470588
7186,0.007352941176470588
7187,0.007352941176470588
7188,0.0
7189,0.0
7190,0.0
7191,0.0
7192,0.0
7193,0.007352941176470588
7194,0.007352941176470588
7195,0.007352941176470588
7196,0.007352941176470588
7197,0.0
7198,0.0
7199,0.0
7200,0.0
7201,0.0
7202,0.007352941176470588
7203,0.007352941176470588
7204,0.007352941176470588
7205,0.007352941176470588
7206,0.0
7207,0.0
7208,0.0
7209,0.0
7210,0.0
7211,0.0
7212,0.007352941176470588
7213,0.007352941176470588
7214,0.007352941176470588
7215,0.007352941176470588
7216,0.0
7217,0.0
7218,0.0
7219,0.0
7220,0.0
7221,0.0
7222,0.007352941176470588
7223,0.007352941176470588
7224,0.007352941176470588
7225,0.007352941176470588
7226,0.0
7227,0.0
7228,0.0
7229,0.0
7230,0.0
7231,0.0
7232,0.007352941176470588
7233,0.007352941176470588
7234,0.007352941176470588
7235,0.007352941176470588
7236,0.0
7237,0.0
7238,0.0
7239,0.0
7240,0.0
7241,0.0
7242,0.007352941176470588
7243,0.007352941176470588
7244,0.007352941176470588
7245,0.007352941176470588
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,0.0
7252,0.007352941176470588
7253,0.007352941176470588
7254,0.007352941176470588
7255,0.007352941176470588
7256,0.0
7257,0.0
7258,0.0
7259,0.0
7260,0.0
7261,0.0
7262,0.007352941176470588
7263,0.007352941176470588
7264,0.0
7265,0.007352941176470588
7266,0.007352941176470588
7267,0.0
7268,0.0
7269,0.0
7270,0.007352941176470588
7271,0.0
7272,0.0
7273,0.0
7274,0.007352941176470588
7275,0.0
7276,0.0
7277,0.0
7278,0.0
7279,0.007352941176470588
7280,0.0
7281,0.014705882352941176
7282,0.0
7283,0.0
7284,0.007352941176470588
7285,0.014705882352941176
7286,0.014705882352941176
7287,0.007352941176470588
7288,0.0
7289,0.0
7290,0.014705882352941176
7291,0.014705882352941176
7292,0.0
7293,0.0
7294,0.029411764705882353
7295,0.0
7296,0.007352941176470588
7297,0.014705882352941176
7298,0.007352941176470588
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,0.007352941176470588
7304,0.0
7305,0.0
7306,0.0
7307,0.014705882352941176
7308,0.014705882352941176
7309,0.022058823529411766
7310,0.022058823529411766
7311,0.014705882352941176
7312,0.007352941176470588
7313,0.007352941176470588
7314,0.014705882352941176
7315,0.0
7316,0.0
7317,0.0
7318,0.014705882352941176
7319,0.014705882352941176
7320,0.0
7321,0.014705882352941176
7322,0.0
7323,0.007352941176470588
7324,0.007352941176470588
7325,0.007352941176470588
7326,0.007352941176470588
7327,0.007352941176470588
7328,0.0
7329,0.007352941176470588
7330,0.0
7331,0.0
7332,0.0
7333,0.007352941176470588
7334,0.0
7335,0.0
7336,0.007352941176470588
7337,0.0
7338,0.0
7339,0.0
7340,0.0
7341,0.0
7342,0.007352941176470588
7343,0.0
7344,0.014705882352941176
7345,0.0
7346,0.0
7347,0.014705882352941176
7348,0.014705882352941176
7349,0.014705882352941176
7350,0.007352941176470588
7351,0.0
7352,0.0
7353,0.014705882352941176
7354,0.014705882352941176
7355,0.0
7356,0.0
7357,0.029411764705882353
7358,0.0
7359,0.014705882352941176
7360,0.007352941176470588
7361,0.0
7362,0.0
7363,0.0
7364,0.0
7365,0.007352941176470588
7366,0.007352941176470588
7367,0.0
7368,0.0
7369,0.014705882352941176
7370,0.014705882352941176
7371,0.022058823529411766
7372,0.022058823529411766
7373,0.014705882352941176
7374,0.007352941176470588
7375,0.007352941176470588
7376,0.014705882352941176
7377,0.0
7378,0.0
7379,0.0
7380,0.007352941176470588
7381,0.014705882352941176
7382,0.0
7383,0.014705882352941176
7384,0.0
7385,0.007352941176470588
7386,0.007352941176470588
7387,0.0
7388,0.007352941176470588
7389,0.0
7390,0.007352941176470588
7391,0.0
7392,0.0
7393,0.0
7394,0.007352941176470588
7395,0.0
7396,0.0
7397,0.007352941176470588
7398,0.0
7399,0.0
7400,0.0
7401,0.0
7402,0.0
7403,0.007352941176470588
7404,0.0
7405,0.014705882352941176
7406,0.0
7407,0.0
7408,0.014705882352941176
7409,0.014705882352941176
7410,0.014705882352941176
7411,0.007352941176470588
7412,0.0
7413,0.0
7414,0.014705882352941176
7415,0.007352941176470588
7416,0.0
7417,0.0
7418,0.014705882352941176
7419,0.0
7420,0.007352941176470588
7421,0.014705882352941176
7422,0.007352941176470588
7423,0.0
7424,0.0
7425,0.0
7426,0.0
7427,0.007352941176470588
7428,0.007352941176470588
7429,0.0
7430,0.0
7431,0.014705882352941176
7432,0.014705882352941176
7433,0.022058823529411766
7434,0.022058823529411766
7435,0.0
7436,0.014705882352941176
7437,0.007352941176470588
7438,0.014705882352941176
7439,0.0
7440,0.0
7441,0.014705882352941176
7442,0.007352941176470588
7443,0.014705882352941176
7444,0.007352941176470588
7445,0.014705882352941176
7446,0.0
7447,0.007352941176470588
7448,0.007352941176470588
7449,0.0
7450,0.007352941176470588
7451,0.0
7452,0.0
7453,0.0
7454,0.0
7455,0.007352941176470588
7456,0.007352941176470588
7457,0.0
7458,0.0
7459,0.007352941176470588
7460,0.0
7461,0.0
7462,0.0
7463,0.0
7464,0.0
7465,0.007352941176470588
7466,0.0
7467,0.007352941176470588
7468,0.0
7469,0.0
7470,0.014705882352941176
7471,0.014705882352941176
7472,0.014705882352941176
7473,0.007352941176470588
7474,0.0
7475,0.0
7476,0.014705882352941176
7477,0.007352941176470588
7478,0.0
7479,0.0
7480,0.0
7481,0.0
7482,0.007352941176470588
7483,0.014705882352941176
7484,0.007352941176470588
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.007352941176470588
7490,0.007352941176470588
7491,0.0
7492,0.0
7493,0.007352941176470588
7494,0.014705882352941176
7495,0.022058823529411766
7496,0.014705882352941176
7497,0.007352941176470588
7498,0.022058823529411766
7499,0.007352941176470588
7500,0.014705882352941176
7501,0.0
7502,0.0
7503,0.014705882352941176
7504,0.007352941176470588
7505,0.014705882352941176
7506,0.007352941176470588
7507,0.014705882352941176
7508,0.0
7509,0.007352941176470588
7510,0.007352941176470588
7511,0.0
7512,0.0
7513,0.007352941176470588
7514,0.0
7515,0.0
7516,0.0
7517,0.007352941176470588
7518,0.007352941176470588
7519,0.0
7520,0.0
7521,0.007352941176470588
7522,0.0
7523,0.0
7524,0.0
7525,0.0
7526,0.0
7527,0.007352941176470588
7528,0.029411764705882353
7529,0.0
7530,0.0
7531,0.0
7532,0.014705882352941176
7533,0.014705882352941176
7534,0.014705882352941176
7535,0.007352941176470588
7536,0.0
7537,0.0
7538,0.014705882352941176
7539,0.007352941176470588
7540,0.0
7541,0.0
7542,0.0
7543,0.0
7544,0.007352941176470588
7545,0.014705882352941176
7546,0.0
7547,0.0
7548,0.0
7549,0.0
7550,0.0
7551,0.007352941176470588
7552,0.0
7553,0.0
7554,0.0
7555,0.007352941176470588
7556,0.014705882352941176
7557,0.022058823529411766
7558,0.014705882352941176
7559,0.007352941176470588
7560,0.022058823529411766
7561,0.014705882352941176
7562,0.014705882352941176
7563,0.0
7564,0.0
7565,0.014705882352941176
7566,0.007352941176470588
7567,0.007352941176470588
7568,0.007352941176470588
7569,0.014705882352941176
7570,0.0
7571,0.0
7572,0.007352941176470588
7573,0.0
7574,0.014705882352941176
7575,0.007352941176470588
7576,0.0
7577,0.0
7578,0.0
7579,0.007352941176470588
7580,0.007352941176470588
7581,0.0
7582,0.0
7583,0.007352941176470588
7584,0.0
7585,0.0
7586,0.0
7587,0.0
7588,0.0
7589,0.007352941176470588
7590,0.029411764705882353
7591,0.0
7592,0.0
7593,0.0
7594,0.022058823529411766
7595,0.014705882352941176
7596,0.014705882352941176
7597,0.007352941176470588
7598,0.0
7599,0.0
7600,0.014705882352941176
7601,0.0
7602,0.0
7603,0.0
7604,0.0
7605,0.0
7606,0.007352941176470588
7607,0.014705882352941176
7608,0.0
7609,0.0
7610,0.0
7611,0.0
7612,0.0
7613,0.0
7614,0.0
7615,0.0
7616,0.0
7617,0.007352941176470588
7618,0.014705882352941176
7619,0.007352941176470588
7620,0.014705882352941176
7621,0.007352941176470588
7622,0.029411764705882353
7623,0.014705882352941176
7624,0.014705882352941176
7625,0.0
7626,0.0
7627,0.014705882352941176
7628,0.007352941176470588
7629,0.007352941176470588
7630,0.007352941176470588
7631,0.014705882352941176
7632,0.007352941176470588
7633,0.0
7634,0.0
7635,0.007352941176470588
7636,0.0
7637,0.014705882352941176
7638,0.007352941176470588
7639,0.0
7640,0.0
7641,0.0
7642,0.007352941176470588
7643,0.007352941176470588
7644,0.0
7645,0.0
7646,0.007352941176470588
7647,0.0
7648,0.0
7649,0.014705882352941176
7650,0.0
7651,0.0
7652,0.007352941176470588
7653,0.029411764705882353
7654,0.0
7655,0.0
7656,0.0
7657,0.014705882352941176
7658,0.014705882352941176
7659,0.014705882352941176
7660,0.007352941176470588
7661,0.0
7662,0.0
7663,0.014705882352941176
7664,0.0
7665,0.0
7666,0.007352941176470588
7667,0.0
7668,0.0
7669,0.007352941176470588
7670,0.014705882352941176
7671,0.0
7672,0.0
7673,0.0
7674,0.0
7675,0.0
7676,0.0
7677,0.0
7678,0.0
7679,0.0
7680,0.014705882352941176
7681,0.014705882352941176
7682,0.007352941176470588
7683,0.014705882352941176
7684,0.007352941176470588
7685,0.029411764705882353
7686,0.014705882352941176
7687,0.007352941176470588
7688,0.0
7689,0.0
7690,0.014705882352941176
7691,0.014705882352941176
7692,0.007352941176470588
7693,0.007352941176470588
7694,0.014705882352941176
7695,0.007352941176470588
7696,0.0
7697,0.0
7698,0.007352941176470588
7699,0.0
7700,0.014705882352941176
7701,0.007352941176470588
7702,0.0
7703,0.0
7704,0.0
7705,0.007352941176470588
7706,0.007352941176470588
7707,0.0
7708,0.029411764705882353
7709,0.007352941176470588
7710,0.0
7711,0.0
7712,0.014705882352941176
7713,0.0
7714,0.0
7715,0.007352941176470588
7716,0.029411764705882353
7717,0.0
7718,0.0
7719,0.007352941176470588
7720,0.014705882352941176
7721,0.014705882352941176
7722,0.007352941176470588
7723,0.0
7724,0.0
7725,0.014705882352941176
7726,0.014705882352941176
7727,0.0
7728,0.0
7729,0.007352941176470588
7730,0.0
7731,0.007352941176470588
7732,0.007352941176470588
7733,0.014705882352941176
7734,0.0
7735,0.0
7736,0.0
7737,0.0
7738,0.007352941176470588
7739,0.0
7740,0.0
7741,0.0
7742,0.0
7743,0.014705882352941176
7744,0.0
7745,0.007352941176470588
7746,0.014705882352941176
7747,0.007352941176470588
7748,0.0
7749,0.014705882352941176
7750,0.0
7751,0.0
7752,0.0
7753,0.0
7754,0.014705882352941176
7755,0.007352941176470588
7756,0.014705882352941176
7757,0.007352941176470588
7758,0.007352941176470588
7759,0.0
7760,0.0
7761,0.007352941176470588
7762,0.0
7763,0.014705882352941176
7764,0.007352941176470588
7765,0.0
7766,0.0
7767,0.0
7768,0.007352941176470588
7769,0.007352941176470588
7770,0.0
7771,0.03676470588235294
7772,0.007352941176470588
7773,0.0
7774,0.0
7775,0.0
7776,0.0
7777,0.0
7778,0.007352941176470588
7779,0.029411764705882353
7780,0.0
7781,0.0
7782,0.007352941176470588
7783,0.014705882352941176
7784,0.014705882352941176
7785,0.007352941176470588
7786,0.0
7787,0.0
7788,0.014705882352941176
7789,0.014705882352941176
7790,0.0
7791,0.0
7792,0.014705882352941176
7793,0.0
7794,0.007352941176470588
7795,0.007352941176470588
7796,0.014705882352941176
7797,0.0
7798,0.0
7799,0.0
7800,0.0
7801,0.007352941176470588
7802,0.0
7803,0.0
7804,0.0
7805,0.014705882352941176
7806,0.014705882352941176
7807,0.014705882352941176
7808,0.022058823529411766
7809,0.014705882352941176
7810,0.007352941176470588
7811,0.0
7812,0.014705882352941176
7813,0.0
7814,0.0
7815,0.0
7816,0.0
7817,0.014705882352941176
7818,0.007352941176470588
7819,0.014705882352941176
7820,0.007352941176470588
7821,0.007352941176470588
7822,0.0
7823,0.0
7824,0.007352941176470588
7825,0.0
7826,0.007352941176470588
7827,0.007352941176470588
7828,0.0
7829,0.0
7830,0.0
7831,0.007352941176470588
7832,0.007352941176470588
7833,0.0
7834,0.03676470588235294
7835,0.007352941176470588
7836,0.0
7837,0.0
7838,0.0
7839,0.0
7840,0.007352941176470588
7841,0.0
7842,0.014705882352941176
7843,0.0
7844,0.0
7845,0.007352941176470588
7846,0.014705882352941176
7847,0.014705882352941176
7848,0.007352941176470588
7849,0.0
7850,0.0
7851,0.014705882352941176
7852,0.014705882352941176
7853,0.0
7854,0.007352941176470588
7855,0.014705882352941176
7856,0.0
7857,0.007352941176470588
7858,0.007352941176470588
7859,0.014705882352941176
7860,0.0
7861,0.0
7862,0.0
7863,0.0
7864,0.007352941176470588
7865,0.0
7866,0.0
7867,0.0
7868,0.014705882352941176
7869,0.014705882352941176
7870,0.022058823529411766
7871,0.022058823529411766
7872,0.014705882352941176
7873,0.007352941176470588
7874,0.007352941176470588
7875,0.014705882352941176
7876,0.0
7877,0.0
7878,0.0
7879,0.007352941176470588
7880,0.014705882352941176
7881,0.007352941176470588
7882,0.014705882352941176
7883,0.0
7884,0.007352941176470588
7885,0.0
7886,0.0
7887,0.0
7888,0.014705882352941176
7889,0.014705882352941176
7890,0.014705882352941176
7891,0.014705882352941176
7892,0.0
7893,0.0
7894,0.0
7895,0.0
7896,0.0
7897,0.0
7898,0.0
7899,0.0
7900,0.007352941176470588
7901,0.007352941176470588
7902,0.007352941176470588
7903,0.014705882352941176
7904,0.014705882352941176
7905,0.014705882352941176
7906,0.014705882352941176
7907,0.014705882352941176
7908,0.014705882352941176
7909,0.014705882352941176
7910,0.014705882352941176
7911,0.0
7912,0.0
7913,0.0
7914,0.0
7915,0.0
7916,0.0
7917,0.0
7918,0.0
7919,0.014705882352941176
7920,0.014705882352941176
7921,0.014705882352941176
7922,0.014705882352941176
7923,0.0
7924,0.0
7925,0.0
7926,0.0
7927,0.0
7928,0.0
7929,0.0
7930,0.0
7931,0.007352941176470588
7932,0.007352941176470588
7933,0.007352941176470588
7934,0.014705882352941176
7935,0.014705882352941176
7936,0.014705882352941176
7937,0.014705882352941176
7938,0.014705882352941176
7939,0.014705882352941176
7940,0.014705882352941176
7941,0.014705882352941176
7942,0.0
7943,0.0
7944,0.0
7945,0.0
7946,0.0
7947,0.0
7948,0.0
7949,0.0
7950,0.0
7951,0.0
7952,0.0
7953,0.014705882352941176
7954,0.014705882352941176
7955,0.014705882352941176
7956,0.014705882352941176
7957,0.0
7958,0.0
7959,0.0
7960,0.0
7961,0.0
7962,0.0
7963,0.0
7964,0.0
7965,0.007352941176470588
7966,0.007352941176470588
7967,0.007352941176470588
7968,0.014705882352941176
7969,0.014705882352941176
7970,0.014705882352941176
7971,0.014705882352941176
7972,0.014705882352941176
7973,0.014705882352941176
7974,0.014705882352941176
7975,0.014705882352941176
7976,0.0
7977,0.0
7978,0.0
7979,0.0
7980,0.0
7981,0.0
7982,0.0
7983,0.0
7984,0.0
7985,0.0
7986,0.0
7987,0.014705882352941176
7988,0.014705882352941176
7989,0.014705882352941176
7990,0.014705882352941176
7991,0.0
7992,0.0
7993,0.0
7994,0.0
7995,0.0
7996,0.0
7997,0.0
7998,0.0
7999,0.007352941176470588
8000,0.007352941176470588
8001,0.007352941176470588
8002,0.014705882352941176
8003,0.014705882352941176
8004,0.014705882352941176
8005,0.014705882352941176
8006,0.014705882352941176
8007,0.014705882352941176
8008,0.014705882352941176
8009,0.014705882352941176
8010,0.0
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,0.0
8016,0.0
8017,0.0
8018,0.014705882352941176
8019,0.014705882352941176
8020,0.014705882352941176
8021,0.014705882352941176
8022,0.0
8023,0.0
8024,0.0
8025,0.0
8026,0.0
8027,0.0
8028,0.0
8029,0.0
8030,0.007352941176470588
8031,0.007352941176470588
8032,0.007352941176470588
8033,0.014705882352941176
8034,0.014705882352941176
8035,0.014705882352941176
8036,0.014705882352941176
8037,0.014705882352941176
8038,0.0
8039,0.0
8040,0.0
8041,0.014705882352941176
8042,0.014705882352941176
8043,0.014705882352941176
8044,0.0
8045,0.0
8046,0.0
8047,0.0
8048,0.0
8049,0.0
8050,0.0
8051,0.0
8052,0.014705882352941176
8053,0.014705882352941176
8054,0.014705882352941176
8055,0.014705882352941176
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,0.0
8062,0.0
8063,0.0
8064,0.007352941176470588
8065,0.007352941176470588
8066,0.007352941176470588
8067,0.014705882352941176
8068,0.014705882352941176
8069,0.014705882352941176
8070,0.014705882352941176
8071,0.014705882352941176
8072,0.014705882352941176
8073,0.014705882352941176
8074,0.014705882352941176
8075,0.0
8076,0.0
8077,0.0
8078,0.0
8079,0.0
8080,0.0
8081,0.0
8082,0.0
8083,0.0
8084,0.0
8085,0.0
8086,0.014705882352941176
8087,0.014705882352941176
8088,0.014705882352941176
8089,0.0
8090,0.0
8091,0.007352941176470588
8092,0.007352941176470588
8093,0.014705882352941176
8094,0.014705882352941176
8095,0.014705882352941176
8096,0.014705882352941176
8097,0.0
8098,0.0
8099,0.0
8100,0.0
8101,0.0
8102,0.014705882352941176
8103,0.014705882352941176
8104,0.014705882352941176
8105,0.014705882352941176
8106,0.0
8107,0.0
8108,0.0
8109,0.0
8110,0.0
8111,0.0
8112,0.0
8113,0.0
8114,0.007352941176470588
8115,0.007352941176470588
8116,0.007352941176470588
8117,0.014705882352941176
8118,0.014705882352941176
8119,0.014705882352941176
8120,0.014705882352941176
8121,0.014705882352941176
8122,0.014705882352941176
8123,0.014705882352941176
8124,0.014705882352941176
8125,0.0
8126,0.0
8127,0.0
8128,0.0
8129,0.0
8130,0.0
8131,0.0
8132,0.0
8133,0.0
8134,0.0
8135,0.0
8136,0.0
8137,0.007352941176470588
8138,0.014705882352941176
8139,0.007352941176470588
8140,0.007352941176470588
8141,0.007352941176470588
8142,0.007352941176470588
8143,0.007352941176470588
8144,0.0
8145,0.0
8146,0.0
8147,0.014705882352941176
8148,0.014705882352941176
8149,0.0
8150,0.0
8151,0.007352941176470588
8152,0.007352941176470588
8153,0.007352941176470588
8154,0.0
8155,0.0
8156,0.0
8157,0.014705882352941176
8158,0.0
8159,0.0
8160,0.0
8161,0.0
8162,0.014705882352941176
8163,0.014705882352941176
8164,0.0
8165,0.0
8166,0.0
8167,0.0
8168,0.0
8169,0.0
8170,0.0
8171,0.014705882352941176
8172,0.014705882352941176
8173,0.029411764705882353
8174,0.029411764705882353
8175,0.014705882352941176
8176,0.0
8177,0.0
8178,0.0
8179,0.0
8180,0.0
8181,0.0
8182,0.007352941176470588
8183,0.007352941176470588
8184,0.0
8185,0.0
8186,0.0
8187,0.014705882352941176
8188,0.014705882352941176
8189,0.014705882352941176
8190,0.014705882352941176
8191,0.0
8192,0.0
8193,0.0
8194,0.0
8195,0.0
8196,0.0
8197,0.0
8198,0.0
8199,0.007352941176470588
8200,0.007352941176470588
8201,0.007352941176470588
8202,0.014705882352941176
8203,0.014705882352941176
8204,0.014705882352941176
8205,0.014705882352941176
8206,0.014705882352941176
8207,0.014705882352941176
8208,0.014705882352941176
8209,0.014705882352941176
8210,0.0
8211,0.0
8212,0.0
8213,0.0
8214,0.0
8215,0.0
8216,0.0
8217,0.0
8218,0.007352941176470588
8219,0.007352941176470588
8220,0.007352941176470588
8221,0.007352941176470588
8222,0.007352941176470588
8223,0.007352941176470588
8224,0.007352941176470588
8225,0.007352941176470588
8226,0.0
8227,0.0
8228,0.0
8229,0.0
8230,0.0
8231,0.0
8232,0.0
8233,0.0
8234,0.0
8235,0.0
8236,0.0
8237,0.0
8238,0.0
8239,0.014705882352941176
8240,0.014705882352941176
8241,0.014705882352941176
8242,0.014705882352941176
8243,0.0
8244,0.0
8245,0.0
8246,0.0
8247,0.0
8248,0.0
8249,0.0
8250,0.0
8251,0.007352941176470588
8252,0.007352941176470588
8253,0.007352941176470588
8254,0.014705882352941176
8255,0.014705882352941176
8256,0.014705882352941176
8257,0.014705882352941176
8258,0.014705882352941176
8259,0.014705882352941176
8260,0.014705882352941176
8261,0.014705882352941176
8262,0.0
8263,0.0
8264,0.0
8265,0.0
8266,0.0
8267,0.0
8268,0.0
8269,0.0
8270,0.0
8271,0.0
8272,0.0
8273,0.007352941176470588
8274,0.007352941176470588
8275,0.007352941176470588
8276,0.007352941176470588
8277,0.007352941176470588
8278,0.007352941176470588
8279,0.007352941176470588
8280,0.007352941176470588
8281,0.0
8282,0.0
8283,0.0
8284,0.0
8285,0.0
8286,0.0
8287,0.0
8288,0.0
8289,0.0
8290,0.0
8291,0.0
8292,0.0
8293,0.014705882352941176
8294,0.014705882352941176
8295,0.014705882352941176
8296,0.014705882352941176
8297,0.0
8298,0.0
8299,0.0
8300,0.0
8301,0.0
8302,0.0
8303,0.0
8304,0.0
8305,0.007352941176470588
8306,0.007352941176470588
8307,0.007352941176470588
8308,0.014705882352941176
8309,0.014705882352941176
8310,0.014705882352941176
8311,0.014705882352941176
8312,0.014705882352941176
8313,0.014705882352941176
8314,0.014705882352941176
8315,0.014705882352941176
8316,0.0
8317,0.0
8318,0.0
8319,0.0
8320,0.0
8321,0.0
8322,0.0
8323,0.0
8324,0.007352941176470588
8325,0.007352941176470588
8326,0.007352941176470588
8327,0.007352941176470588
8328,0.007352941176470588
8329,0.007352941176470588
8330,0.007352941176470588
8331,0.007352941176470588
8332,0.0
8333,0.0
8334,0.0
8335,0.0
8336,0.0
8337,0.0
8338,0.0
8339,0.0
8340,0.0
8341,0.0
8342,0.0
8343,0.0
8344,0.0
8345,0.0
8346,0.0
8347,0.0
8348,0.014705882352941176
8349,0.014705882352941176
8350,0.014705882352941176
8351,0.014705882352941176
8352,0.0
8353,0.0
8354,0.0
8355,0.0
8356,0.0
8357,0.0
8358,0.0
8359,0.0
8360,0.007352941176470588
8361,0.007352941176470588
8362,0.007352941176470588
8363,0.014705882352941176
8364,0.014705882352941176
8365,0.014705882352941176
8366,0.014705882352941176
8367,0.014705882352941176
8368,0.014705882352941176
8369,0.014705882352941176
8370,0.014705882352941176
8371,0.0
8372,0.0
8373,0.0
8374,0.0
8375,0.0
8376,0.0
8377,0.0
8378,0.0
8379,0.007352941176470588
8380,0.007352941176470588
8381,0.007352941176470588
8382,0.007352941176470588
8383,0.007352941176470588
8384,0.007352941176470588
8385,0.007352941176470588
8386,0.007352941176470588
8387,0.0
8388,0.0
8389,0.0
8390,0.0
8391,0.0
8392,0.0
8393,0.0
8394,0.0
8395,0.0
8396,0.0
8397,0.0
8398,0.0
8399,0.0
8400,0.014705882352941176
8401,0.014705882352941176
8402,0.014705882352941176
8403,0.014705882352941176
8404,0.0
8405,0.0
8406,0.0
8407,0.0
8408,0.0
8409,0.0
8410,0.0
8411,0.0
8412,0.007352941176470588
8413,0.007352941176470588
8414,0.007352941176470588
8415,0.014705882352941176
8416,0.014705882352941176
8417,0.014705882352941176
8418,0.014705882352941176
8419,0.014705882352941176
8420,0.0
8421,0.0
8422,0.0
8423,0.014705882352941176
8424,0.014705882352941176
8425,0.014705882352941176
8426,0.0
8427,0.0
8428,0.0
8429,0.0
8430,0.0
8431,0.0
8432,0.0
8433,0.0
8434,0.007352941176470588
8435,0.007352941176470588
8436,0.007352941176470588
8437,0.007352941176470588
8438,0.007352941176470588
8439,0.007352941176470588
8440,0.007352941176470588
8441,0.007352941176470588
8442,0.0
8443,0.0
8444,0.0
8445,0.0
8446,0.0
8447,0.0
8448,0.0
8449,0.0
8450,0.0
8451,0.0
8452,0.0
8453,0.0
8454,0.0
8455,0.014705882352941176
8456,0.014705882352941176
8457,0.014705882352941176
8458,0.014705882352941176
8459,0.0
8460,0.0
8461,0.0
8462,0.0
8463,0.0
8464,0.0
8465,0.0
8466,0.0
8467,0.007352941176470588
8468,0.007352941176470588
8469,0.007352941176470588
8470,0.014705882352941176
8471,0.014705882352941176
8472,0.014705882352941176
8473,0.014705882352941176
8474,0.014705882352941176
8475,0.014705882352941176
8476,0.014705882352941176
8477,0.014705882352941176
8478,0.0
8479,0.0
8480,0.0
8481,0.0
8482,0.0
8483,0.0
8484,0.0
8485,0.0
8486,0.007352941176470588
8487,0.007352941176470588
8488,0.007352941176470588
8489,0.007352941176470588
8490,0.007352941176470588
8491,0.007352941176470588
8492,0.007352941176470588
8493,0.007352941176470588
8494,0.0
8495,0.0
8496,0.0
8497,0.0
8498,0.0
8499,0.0
8500,0.0
8501,0.0
8502,0.014705882352941176
8503,0.014705882352941176
8504,0.014705882352941176
8505,0.0
8506,0.0
8507,0.007352941176470588
8508,0.007352941176470588
8509,0.014705882352941176
8510,0.014705882352941176
8511,0.014705882352941176
8512,0.014705882352941176
8513,0.0
8514,0.0
8515,0.0
8516,0.0
8517,0.0
8518,0.0
8519,0.0
8520,0.0
8521,0.0
8522,0.0
8523,0.0
8524,0.0
8525,0.0
8526,0.014705882352941176
8527,0.014705882352941176
8528,0.014705882352941176
8529,0.014705882352941176
8530,0.0
8531,0.0
8532,0.0
8533,0.0
8534,0.0
8535,0.0
8536,0.0
8537,0.0
8538,0.007352941176470588
8539,0.007352941176470588
8540,0.007352941176470588
8541,0.014705882352941176
8542,0.014705882352941176
8543,0.014705882352941176
